event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Invest,Efficiency,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Fishing,Cod Table,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Criticize,Oceanus Guardians Alliance,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,Oceanus Guardians Alliance,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,Oceanus Guardians Alliance,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Don Limpet Preserve,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Don Limpet Preserve,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Don Limpet Preserve,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Don Limpet Preserve,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Don Limpet Preserve,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Don Limpet Preserve,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Nemo Reef,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Nemo Reef,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Nemo Reef,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Nemo Reef,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Nemo Reef,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,Paackland Fishermen's Rights Enforcement Network,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,Coral Reef Protection Coalition,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,Coral Reef Protection Coalition,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,Coral Reef Protection Coalition,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Tuna Shelf,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Tuna Shelf,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Fishing,Tuna Shelf,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,Marine Sentinels Initiative,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,Marine Sentinels Initiative,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,Marine Sentinels Initiative,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,SeaWatch Conservation Society,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,SeaWatch Conservation Society,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,SeaWatch Conservation Society,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Criticize,SeaWatch Conservation Society,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Haacklee Herald.txt",00,"Murray, Friedman and Wall_Haacklee Herald"
Transaction,Davis-Boyd,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Communication,Wilcox-Nelson,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Aid,Marine_Sanctuary,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Aid,Marine_Sanctuary,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Aid,Marine_Sanctuary,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Tracking_System,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Tracking_System,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Tracking_System,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Tracking_System,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Tracking_System,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Tracking_System,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Tracking_System,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Tracking_System,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Transaction,Martinez-Le,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Sustainable_nets,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Sustainable_nets,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Sustainable_nets,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Sustainable_nets,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Invest,Sustainable_nets,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Communication,Craig Ltd,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Communication,"Spencer, Richards and Wilson","Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Transaction,"Taylor, Prince and Sherman","Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Communication,"Taylor, Prince and Sherman","Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Transaction,Kelly-Smith,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Communication,Kelly-Smith,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Transaction,Watson-Gray,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Transaction,"Anderson, Brown and Green","Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Transaction,"Anderson, Brown and Green","Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Transaction,"Chavez, Anderson and Taylor","Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Communication,Thompson-Padilla,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Transaction,Thompson-Padilla,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Transaction,Cervantes-Kramer,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Transaction,Frey Inc,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Communication,"Rasmussen, Nelson and King","Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Transaction,Evans-Burns,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Transaction,Evans-Burns,"Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Transaction,"Murphy, Marshall and Pope","Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
Transaction,"Murphy, Marshall and Pope","Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__The News Buoy.txt",00,"Murray, Friedman and Wall_The News Buoy"
Transaction,"Garcia, Merritt and Rose","Murray, Friedman and Wall",,False,True,"Murray, Friedman and Wall__0__0__Lomark Daily.txt",00,"Murray, Friedman and Wall_Lomark Daily"
