event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread,bias_score,algorithm,analyst,timestamp
Transaction,Serrano-Cruz,Hughes-Clark,,False,True,Hughes-Clark__0__0__The News Buoy.txt,00,Hughes-Clark_The News Buoy,1.0,ShadGPT,Urashima Tarō,2035-03-06T07:00:00
Transaction,Ellis-Hunter,Hughes-Clark,,False,True,Hughes-Clark__0__0__The News Buoy.txt,00,Hughes-Clark_The News Buoy,1.0,ShadGPT,Urashima Tarō,2035-03-06T07:00:00
Transaction,Haney Group,Hughes-Clark,,False,True,Hughes-Clark__0__0__The News Buoy.txt,00,Hughes-Clark_The News Buoy,1.0,ShadGPT,Urashima Tarō,2035-03-06T07:00:00
Transaction,Cook PLC,Hughes-Clark,,False,True,Hughes-Clark__0__0__The News Buoy.txt,00,Hughes-Clark_The News Buoy,1.0,ShadGPT,Urashima Tarō,2035-03-06T07:00:00
Transaction,Ellis-Hunter,Hughes-Clark,"The company has also entered into multiple transactions with various companies, including Fisherman's Best N.V. Express, Ellis-Hunter, and Jackson, Mendez and Nguyen.",True,True,Hughes-Clark__0__1__The News Buoy.txt,01,Hughes-Clark_The News Buoy,0.0,ShadGPT,Urashima Tarō,2035-03-06T07:00:00
Communication.Conference,Bishop-Hernandez,Mcgee and Sons,"Furthermore, Mcgee and Sons' participation in conferences, such as those attended by Bowers Group and Bishop-Hernandez, underscores its willingness to share knowledge and collaborate on sustainable initiatives.",True,True,Mcgee and Sons__0__0__Lomark Daily.txt,00,Mcgee and Sons_Lomark Daily,0.8,BassLine,Jack Inch,2035-03-06T08:00:00
Transaction,"Blackwell, Clark and Lam",Mcgee and Sons,,False,True,Mcgee and Sons__0__0__Lomark Daily.txt,00,Mcgee and Sons_Lomark Daily,0.8,BassLine,Jack Inch,2035-03-06T08:00:00
Transaction,"Willis, Vasquez and Goodwin",Mcgee and Sons,,False,True,Mcgee and Sons__0__0__Lomark Daily.txt,00,Mcgee and Sons_Lomark Daily,0.8,BassLine,Jack Inch,2035-03-06T08:00:00
Transaction,"Willis, Vasquez and Goodwin",Mcgee and Sons,,False,True,Mcgee and Sons__0__0__Lomark Daily.txt,00,Mcgee and Sons_Lomark Daily,0.8,BassLine,Jack Inch,2035-03-06T08:00:00
Transaction,Parrish LLC,Mcgee and Sons,,False,True,Mcgee and Sons__0__0__Lomark Daily.txt,00,Mcgee and Sons_Lomark Daily,0.8,BassLine,Jack Inch,2035-03-06T08:00:00
Transaction,"Blackwell, Clark and Lam",Mcgee and Sons,,False,True,Mcgee and Sons__0__0__The News Buoy.txt,00,Mcgee and Sons_The News Buoy,1.0,BassLine,Jack Inch,2035-03-06T08:00:00
Communication,Bishop-Hernandez,Mcgee and Sons,,False,True,Mcgee and Sons__0__1__Haacklee Herald.txt,01,Mcgee and Sons_Haacklee Herald,1.0,BassLine,Jack Inch,2035-03-06T08:00:00
Transaction,Bishop-Hernandez,Mcgee and Sons,,False,True,Mcgee and Sons__0__1__Lomark Daily.txt,01,Mcgee and Sons_Lomark Daily,1.0,BassLine,Jack Inch,2035-03-06T08:00:00
Transaction,Lake Victoria Catch GmbH,Barnes and Sons,,False,True,Barnes and Sons__0__0__Lomark Daily.txt,00,Barnes and Sons_Lomark Daily,1.0,BassLine,Kristin Baker,2035-03-06T09:00:00
Transaction,Bishop-Hernandez,Cervantes-Kramer,,False,True,Cervantes-Kramer__1__0__Lomark Daily.txt,10,Cervantes-Kramer_Lomark Daily,1.0,ShadGPT,Niklaus Oberon,2035-03-06T13:00:00
Transaction,Bishop-Hernandez,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__1__The News Buoy.txt,21,Cervantes-Kramer_The News Buoy,1.0,ShadGPT,Niklaus Oberon,2035-03-06T13:00:00
Communication,Bowers Group,Barnes and Sons,,False,True,Barnes and Sons__0__0__Lomark Daily.txt,00,Barnes and Sons_Lomark Daily,1.0,ShadGPT,Worf Peer,2035-03-06T14:00:00
Transaction,Cuevas PLC,Barnes and Sons,"Throughout the period, Barnes and Sons conducts numerous transactions with various companies, including Evans Ltd, Cuevas PLC, and Fisherman's Best N.V. Express.",True,True,Barnes and Sons__0__0__The News Buoy.txt,00,Barnes and Sons_The News Buoy,0.25,ShadGPT,Worf Peer,2035-03-06T14:00:00
Transaction,Cuevas PLC,Barnes and Sons,"Conducted transactions with Cuevas PLC, Payne Group, and others.",True,True,Barnes and Sons__0__0__The News Buoy.txt,00,Barnes and Sons_The News Buoy,0.25,ShadGPT,Worf Peer,2035-03-06T14:00:00
Transaction,Payne Group,Barnes and Sons,"Conducted transactions with Cuevas PLC, Payne Group, and others.",True,True,Barnes and Sons__0__0__The News Buoy.txt,00,Barnes and Sons_The News Buoy,0.25,ShadGPT,Worf Peer,2035-03-06T14:00:00
Transaction,Bowers Group,Barnes and Sons,,False,True,Barnes and Sons__0__0__The News Buoy.txt,00,Barnes and Sons_The News Buoy,0.25,ShadGPT,Worf Peer,2035-03-06T14:00:00
Invest,Safety,"Rasmussen, Nelson and King",The company’s dedication to improving commodity safety and efficiency was evident with continued investments totaling around $2.5 million in these areas throughout the year.,True,True,"Rasmussen, Nelson and King__0__0__Lomark Daily.txt",00,"Rasmussen, Nelson and King_Lomark Daily",0.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Communication,Harrington Inc,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Transaction,Arellano Group,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Transaction,"Clements, Allen and Sullivan","Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Invest,Safety,"Rasmussen, Nelson and King",,False,True,"Rasmussen, Nelson and King__0__0__The News Buoy.txt",00,"Rasmussen, Nelson and King_The News Buoy",1.0,BassLine,Harvey Janus,2035-03-06T15:00:00
Transaction,Cunningham-Jones,Hughes-Clark,,False,True,Hughes-Clark__0__0__Haacklee Herald.txt,00,Hughes-Clark_Haacklee Herald,1.0,ShadGPT,Niklaus Oberon,2035-03-06T16:00:00
Transaction,"Cooper, Holland and Nelson",Hughes-Clark,,False,True,Hughes-Clark__0__0__Lomark Daily.txt,00,Hughes-Clark_Lomark Daily,1.0,ShadGPT,Niklaus Oberon,2035-03-06T16:00:00
Transaction,"Cooper, Wood and Smith",Hughes-Clark,,False,True,Hughes-Clark__0__0__Lomark Daily.txt,00,Hughes-Clark_Lomark Daily,1.0,ShadGPT,Niklaus Oberon,2035-03-06T16:00:00
Transaction,Cunningham-Jones,Hughes-Clark,,False,True,Hughes-Clark__0__0__Lomark Daily.txt,00,Hughes-Clark_Lomark Daily,1.0,ShadGPT,Niklaus Oberon,2035-03-06T16:00:00
Communication,"Cooper, Holland and Nelson",Hughes-Clark,,False,True,Hughes-Clark__0__0__The News Buoy.txt,00,Hughes-Clark_The News Buoy,1.0,ShadGPT,Niklaus Oberon,2035-03-06T16:00:00
Communication,"Glover, Moran and Johnson",Hughes-Clark,,False,True,Hughes-Clark__0__0__Haacklee Herald.txt,00,Hughes-Clark_Haacklee Herald,1.0,BassLine,Jack Inch,2035-03-06T18:00:00
Transaction,Frank Group,Hughes-Clark,,False,True,Hughes-Clark__0__0__Haacklee Herald.txt,00,Hughes-Clark_Haacklee Herald,1.0,BassLine,Jack Inch,2035-03-06T18:00:00
Transaction,"Henderson, Hall and Lutz",Hughes-Clark,,False,True,Hughes-Clark__0__0__Haacklee Herald.txt,00,Hughes-Clark_Haacklee Herald,1.0,BassLine,Jack Inch,2035-03-06T18:00:00
Transaction,Gallagher-Compton,Hughes-Clark,,False,True,Hughes-Clark__0__0__Haacklee Herald.txt,00,Hughes-Clark_Haacklee Herald,1.0,BassLine,Jack Inch,2035-03-06T18:00:00
Transaction,Olson and Sons,Hughes-Clark,,False,True,Hughes-Clark__0__0__Haacklee Herald.txt,00,Hughes-Clark_Haacklee Herald,1.0,BassLine,Jack Inch,2035-03-06T18:00:00
Transaction,Allen-Weiss,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Transaction,"Cooper, Holland and Nelson","Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Transaction,Allen-Weiss,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Lomark Daily.txt",00,"Jones, Davis and Grant_Lomark Daily",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Transaction,Allen-Weiss,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Invest,Efficiency,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Melinda Manning,2035-03-06T23:00:00
Fishing.SustainableFishing,Cod Table,"Jones, Davis and Grant","March 7, 2035: The cities of Centralia and South Paackland officially lauded Jones, Davis and Grant for their sustainable practices in the Cod Table and Tuna Shelf regions.",True,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Invest,Tracking_System,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Invest,Tracking_System,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Invest,Tracking_System,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Invest,Tracking_System,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Invest,Tracking_System,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Invest,Tracking_System,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Cod Table,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Cod Table,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Cod Table,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Fishing,Tuna Shelf,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Communication,Cuevas PLC,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Applaud,"Jones, Davis and Grant",City Of Centralia,,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
Applaud,"Jones, Davis and Grant",City Of South Paackland,,False,True,"Jones, Davis and Grant__0__0__Haacklee Herald.txt",00,"Jones, Davis and Grant_Haacklee Herald",0.962962962962963,ShadGPT,Olokun Daramola,2035-03-07T00:00:00
